loss,accuracy,val_loss,val_accuracy
0.2797318398952484,0.9400107264518738,3.124800443649292,0.6400160789489746
0.15081535279750824,0.9773254990577698,6.245741367340088,0.5978304743766785
0.1345551311969757,0.9784860014915466,10.88589859008789,0.3495379686355591
0.06983549147844315,0.9921442866325378,4.329464912414551,0.6717557311058044
0.0587414875626564,0.9923228025436401,7.305189609527588,0.6580955982208252
0.036004144698381424,0.9963399171829224,4.152003288269043,0.7243872880935669
0.03613440319895744,0.9944652915000916,5.199026584625244,0.5162715911865234
0.0474771186709404,0.9921442866325378,5.741147994995117,0.651265561580658
0.06555366516113281,0.9871451258659363,11.20765209197998,0.34913620352745056
0.027874987572431564,0.9963399171829224,3.9215493202209473,0.7099236845970154
0.02720049023628235,0.9949116110801697,1.432096004486084,0.8674166202545166
0.0106706153601408,0.9993751049041748,0.06249447539448738,0.9859381318092346
0.006161737721413374,1.0,0.007797318510711193,0.9983929395675659
0.00470015499740839,1.0,0.00405500503256917,1.0
0.0036380751989781857,1.0,0.003134960774332285,1.0
